@TYPE,@UNIQUEIDENTIFIER,@ALLOWAUTOMATICDELETION,@WHENUPDATED,@EXPORTFLAG,@DATEVALIDATED,@TEMPLATE,@DESCRIPTION,@WHENCREATED,@NAME,@VALIDATED,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@WHOCREATED,RCWHOOWNSTOUSER@WHOOWNS,RCWHOUPDATEDTOUSER@WHOUPDATED
,7b8fb8d55e8a11e4925a6817294aebff,0,2014-10-28T04:09:28,0,1899-12-30T00:00:00,0,,2014-10-28T04:09:28,,0,81a40e0d5e8a11e4925a6817294aebff,FRAMEWORXTOUCHPOINT,cd0c299b5e8911e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b1324842f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:00,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:00,,0,dd85868f5f4711e4b023002590713bc0,FRAMEWORXTOUCHPOINT,b1324841f4dd11e4aa85002590713bc0,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b1324844f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:01,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:01,,0,e9c33fda5e8711e4925a6817294aebff,FRAMEWORXTOUCHPOINT,e38198665e8711e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b1324846f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:02,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:02,,0,f159a6dc5e8711e4925a6817294aebff,FRAMEWORXTOUCHPOINT,e9c33fdb5e8711e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b1324848f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:02,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:02,,0,fe85944b5e8711e4925a6817294aebff,FRAMEWORXTOUCHPOINT,f159a6dd5e8711e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b132484af4dd11e4aa85002590713bc0,0,2015-05-07T11:23:03,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:03,,0,063724d25e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,f159a6dd5e8711e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b132484cf4dd11e4aa85002590713bc0,0,2015-05-07T11:23:03,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:03,,0,0d849ae25e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,f159a6dd5e8711e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b75c785df4dd11e4aa85002590713bc0,0,2015-05-07T11:23:04,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:04,,0,1490731c5e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,0d849ae35e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b75c785ff4dd11e4aa85002590713bc0,0,2015-05-07T11:23:04,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:04,,0,1bf5de565e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,0d849ae35e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b75c7861f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:05,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:05,,0,23432d555e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,0d849ae35e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b75c7863f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:06,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:06,,0,3059bdb25e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,23432d565e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b75c7865f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:06,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:06,,0,37df0d745e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,3059bdb35e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b75c7867f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:07,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:07,,0,3eb5cb295e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,37df0d755e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b75c7869f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:08,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:08,,0,4597fab65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,37df0d755e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b75c786bf4dd11e4aa85002590713bc0,0,2015-05-07T11:23:08,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:08,,0,4cae33565e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,37df0d755e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b75c786df4dd11e4aa85002590713bc0,0,2015-05-07T11:23:09,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:09,,0,5a61a2405e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,53ca5f7a5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b75c786ff4dd11e4aa85002590713bc0,0,2015-05-07T11:23:09,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:09,,0,617edfdb5e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,53ca5f7a5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b75c7872f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:11,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:11,,0,6fcb0e965e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,617edfdc5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b75c7873f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:11,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:11,,0,6fcb0e965e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,617edfdd5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b75c7874f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:11,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:11,,0,6fcb0e965e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,691aec405e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b75c7875f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:11,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:11,,0,6fcb0e965e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,691aec415e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b75c7876f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:11,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:11,,0,6fcb0e965e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,b75c7871f4dd11e4aa85002590713bc0,FRAMEWORXBUSINESSSCENARIO,32,32,32
,b75c787df4dd11e4aa85002590713bc0,0,2015-05-07T11:23:12,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:12,,0,76e3df505e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,617edfdd5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e5ef4dd11e4aa85002590713bc0,0,2015-05-07T11:23:15,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:15,,0,9d3f28d65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,7eccfb635e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e5ff4dd11e4aa85002590713bc0,0,2015-05-07T11:23:15,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:15,,0,9d3f28d65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,7eccfb645e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e60f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:15,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:15,,0,9d3f28d65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,7eccfb655e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e61f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:15,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:15,,0,9d3f28d65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,84d8ec0d5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e62f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:15,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:15,,0,9d3f28d65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,84d8ec0e5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e63f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:15,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:15,,0,9d3f28d65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,84d8ec0f5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e64f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:15,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:15,,0,9d3f28d65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,8aeb6c805e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e65f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:15,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:15,,0,9d3f28d65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,617edfdc5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e66f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:15,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:15,,0,9d3f28d65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,617edfdd5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e67f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:15,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:15,,0,9d3f28d65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,e9c33fdb5e8711e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e68f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:15,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:15,,0,9d3f28d65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,691aec405e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e69f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:15,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:15,,0,9d3f28d65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,8aeb6c815e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e6af4dd11e4aa85002590713bc0,0,2015-05-07T11:23:15,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:15,,0,9d3f28d65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,9111753c5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e6bf4dd11e4aa85002590713bc0,0,2015-05-07T11:23:15,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:15,,0,9d3f28d65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,9111753d5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e6cf4dd11e4aa85002590713bc0,0,2015-05-07T11:23:15,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:15,,0,9d3f28d65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,bde37e5df4dd11e4aa85002590713bc0,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e74f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:16,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:16,,0,a3fb80585e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,691aec405e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e75f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:16,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:16,,0,a3fb80585e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,8aeb6c815e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e76f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:16,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:16,,0,a3fb80585e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,9111753c5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e78f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:17,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:17,,0,ac9d67d35e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,691aec405e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e79f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:17,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:17,,0,ac9d67d35e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,8aeb6c815e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e7af4dd11e4aa85002590713bc0,0,2015-05-07T11:23:17,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:17,,0,ac9d67d35e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,9111753c5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e7cf4dd11e4aa85002590713bc0,0,2015-05-07T11:23:17,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:17,,0,b43d44d65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,617edfdd5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e7ef4dd11e4aa85002590713bc0,0,2015-05-07T11:23:18,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:18,,0,bc19b68e5e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,691aec405e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e7ff4dd11e4aa85002590713bc0,0,2015-05-07T11:23:18,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:18,,0,bc19b68e5e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,8aeb6c815e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e81f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:19,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:19,,0,c3ae96e95e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,8aeb6c815e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e83f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:19,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:19,,0,d174f1d85e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,cb16c1495e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e85f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:20,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:20,,0,d8e7cac65e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,d174f1d95e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e87f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:21,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:21,,0,e56b8edd5e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,df093f8f5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e89f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:21,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:21,,0,ecdb81905e8811e4925a6817294aebff,FRAMEWORXTOUCHPOINT,e56b8ede5e8811e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e8ff4dd11e4aa85002590713bc0,0,2015-05-07T11:23:23,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:23,,0,09c29c685e8911e4925a6817294aebff,FRAMEWORXTOUCHPOINT,02c4f5335e8911e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e93f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:25,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:25,,0,2cb189295e8911e4925a6817294aebff,FRAMEWORXTOUCHPOINT,1f2292b45e8911e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,bde37e94f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:25,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:25,,0,2cb189295e8911e4925a6817294aebff,FRAMEWORXTOUCHPOINT,1f2292b55e8911e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,c41e5854f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:25,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:25,,0,33e0ef795e8911e4925a6817294aebff,FRAMEWORXTOUCHPOINT,2cb1892a5e8911e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
,c41e5856f4dd11e4aa85002590713bc0,0,2015-05-07T11:23:26,0,1899-12-30T00:00:00,0,,2015-05-07T11:23:26,,0,424ed77c5e8911e4925a6817294aebff,FRAMEWORXTOUCHPOINT,3c05b5dc5e8911e4925a6817294aebff,FRAMEWORXBUSINESSSCENARIO,32,32,32
