@TYPE,@VALIDATED,@DATEVALIDATED,@ALLOWAUTOMATICDELETION,@WHENCREATED,@DESCRIPTION,@EXPORTFLAG,@WHENUPDATED,@UNIQUEIDENTIFIER,@NAME,@TEMPLATE,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:30,,0,2020-03-31T15:18:30,dcfec846736211ea80ee000d3a02ed0d,,0,5435732c736211ea80ee000d3a02ed0d,ENTITY,5435732a736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:30,,0,2020-03-31T15:18:30,dcfec847736211ea80ee000d3a02ed0d,,0,5435732e736211ea80ee000d3a02ed0d,ENTITY,5435732a736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:30,,0,2020-03-31T15:18:30,dcfec848736211ea80ee000d3a02ed0d,,0,5435733a736211ea80ee000d3a02ed0d,ENTITY,54357338736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:30,,0,2020-03-31T15:18:30,dcfec849736211ea80ee000d3a02ed0d,,0,5435733e736211ea80ee000d3a02ed0d,ENTITY,5435733c736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:30,,0,2020-03-31T15:18:30,dcfec84a736211ea80ee000d3a02ed0d,,0,54357344736211ea80ee000d3a02ed0d,ENTITY,54357342736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:30,,0,2020-03-31T15:18:30,dcfec84b736211ea80ee000d3a02ed0d,,0,54357346736211ea80ee000d3a02ed0d,ENTITY,54357342736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:31,,0,2020-03-31T15:18:31,dcfec84c736211ea80ee000d3a02ed0d,,0,54357368736211ea80ee000d3a02ed0d,ENTITY,54357366736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:31,,0,2020-03-31T15:18:31,dcfec84d736211ea80ee000d3a02ed0d,,0,5435736c736211ea80ee000d3a02ed0d,ENTITY,5435736a736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:31,,0,2020-03-31T15:18:31,dcfec84e736211ea80ee000d3a02ed0d,,0,5435736e736211ea80ee000d3a02ed0d,ENTITY,5435736a736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:31,,0,2020-03-31T15:18:31,dcfec84f736211ea80ee000d3a02ed0d,,0,54357378736211ea80ee000d3a02ed0d,ENTITY,54357376736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:31,,0,2020-03-31T15:18:31,dcfec850736211ea80ee000d3a02ed0d,,0,5435737a736211ea80ee000d3a02ed0d,ENTITY,54357376736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:31,,0,2020-03-31T15:18:31,dcfec851736211ea80ee000d3a02ed0d,,0,54357374736211ea80ee000d3a02ed0d,ENTITY,5435737c736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:31,,0,2020-03-31T15:18:31,dcfec852736211ea80ee000d3a02ed0d,,0,54357384736211ea80ee000d3a02ed0d,ENTITY,54357382736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:31,,0,2020-03-31T15:18:31,dcfec853736211ea80ee000d3a02ed0d,,0,54357386736211ea80ee000d3a02ed0d,ENTITY,54357382736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:31,,0,2020-03-31T15:18:31,dcfec854736211ea80ee000d3a02ed0d,,0,54357388736211ea80ee000d3a02ed0d,ENTITY,54357382736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:31,,0,2020-03-31T15:18:31,dcfec855736211ea80ee000d3a02ed0d,,0,5435738a736211ea80ee000d3a02ed0d,ENTITY,54357382736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:31,,0,2020-03-31T15:18:31,dcfec856736211ea80ee000d3a02ed0d,,0,5435738c736211ea80ee000d3a02ed0d,ENTITY,54357382736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:31,,0,2020-03-31T15:18:31,dcfec857736211ea80ee000d3a02ed0d,,0,5435738e736211ea80ee000d3a02ed0d,ENTITY,54357382736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:32,,0,2020-03-31T15:18:32,dcfec85a736211ea80ee000d3a02ed0d,,0,543573b0736211ea80ee000d3a02ed0d,ENTITY,543573ae736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:32,,0,2020-03-31T15:18:32,dcfec85b736211ea80ee000d3a02ed0d,,0,543573ba736211ea80ee000d3a02ed0d,ENTITY,543573b8736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:32,,0,2020-03-31T15:18:32,dcfec85c736211ea80ee000d3a02ed0d,,0,543573d2736211ea80ee000d3a02ed0d,ENTITY,543573d0736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:32,,0,2020-03-31T15:18:32,dcfec85d736211ea80ee000d3a02ed0d,,0,543573d4736211ea80ee000d3a02ed0d,ENTITY,543573d0736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:32,,0,2020-03-31T15:18:32,dcfec85e736211ea80ee000d3a02ed0d,,0,543573d6736211ea80ee000d3a02ed0d,ENTITY,543573d0736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:32,,0,2020-03-31T15:18:32,dcfec85f736211ea80ee000d3a02ed0d,,0,543573d8736211ea80ee000d3a02ed0d,ENTITY,543573d0736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:32,,0,2020-03-31T15:18:32,dcfec860736211ea80ee000d3a02ed0d,,0,543573de736211ea80ee000d3a02ed0d,ENTITY,543573d0736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:32,,0,2020-03-31T15:18:32,dcfec861736211ea80ee000d3a02ed0d,,0,543573e6736211ea80ee000d3a02ed0d,ENTITY,543573e4736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:32,,0,2020-03-31T15:18:32,dcfec862736211ea80ee000d3a02ed0d,,0,543573e8736211ea80ee000d3a02ed0d,ENTITY,543573e4736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:32,,0,2020-03-31T15:18:32,dcfec863736211ea80ee000d3a02ed0d,,0,543573ea736211ea80ee000d3a02ed0d,ENTITY,543573e4736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:32,,0,2020-03-31T15:18:32,dcfec864736211ea80ee000d3a02ed0d,,0,543573ec736211ea80ee000d3a02ed0d,ENTITY,543573e4736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:33,,0,2020-03-31T15:18:33,dcfec865736211ea80ee000d3a02ed0d,,0,543573ee736211ea80ee000d3a02ed0d,ENTITY,543573e4736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:33,,0,2020-03-31T15:18:33,dcfec866736211ea80ee000d3a02ed0d,,0,543573f0736211ea80ee000d3a02ed0d,ENTITY,543573e4736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:33,,0,2020-03-31T15:18:33,dcfec867736211ea80ee000d3a02ed0d,,0,543573fc736211ea80ee000d3a02ed0d,ENTITY,543573fa736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:33,,0,2020-03-31T15:18:33,dcfec868736211ea80ee000d3a02ed0d,,0,4e3c7e5f736211ea80ee000d3a02ed0d,ENTITY,4e3c7e5d736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:33,,0,2020-03-31T15:18:33,dcfec869736211ea80ee000d3a02ed0d,,0,4e3c7e61736211ea80ee000d3a02ed0d,ENTITY,4e3c7e5d736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:33,,0,2020-03-31T15:18:33,dcfec86a736211ea80ee000d3a02ed0d,,0,4e3c7e75736211ea80ee000d3a02ed0d,ENTITY,4e3c7e73736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:33,,0,2020-03-31T15:18:33,dcfec86b736211ea80ee000d3a02ed0d,,0,4e3c7e79736211ea80ee000d3a02ed0d,ENTITY,4e3c7e77736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:33,,0,2020-03-31T15:18:33,dcfec86c736211ea80ee000d3a02ed0d,,0,4e3c7e7d736211ea80ee000d3a02ed0d,ENTITY,4e3c7e77736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:33,,0,2020-03-31T15:18:33,dcfec86d736211ea80ee000d3a02ed0d,,0,4e3c7e81736211ea80ee000d3a02ed0d,ENTITY,4e3c7e7f736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:33,,0,2020-03-31T15:18:33,dcfec86e736211ea80ee000d3a02ed0d,,0,4e3c7e83736211ea80ee000d3a02ed0d,ENTITY,4e3c7e7f736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:33,,0,2020-03-31T15:18:33,dcfec86f736211ea80ee000d3a02ed0d,,0,4e3c7e93736211ea80ee000d3a02ed0d,ENTITY,4e3c7e91736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:33,,0,2020-03-31T15:18:33,dcfec870736211ea80ee000d3a02ed0d,,0,4e3c7e95736211ea80ee000d3a02ed0d,ENTITY,4e3c7e91736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:33,,0,2020-03-31T15:18:33,dcfec871736211ea80ee000d3a02ed0d,,0,4e3c7e99736211ea80ee000d3a02ed0d,ENTITY,4e3c7e97736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:34,,0,2020-03-31T15:18:34,dcfec872736211ea80ee000d3a02ed0d,,0,4e3c7e9b736211ea80ee000d3a02ed0d,ENTITY,4e3c7e97736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:34,,0,2020-03-31T15:18:34,dcfec873736211ea80ee000d3a02ed0d,,0,4e3c7e9d736211ea80ee000d3a02ed0d,ENTITY,4e3c7e97736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:34,,0,2020-03-31T15:18:34,dcfec874736211ea80ee000d3a02ed0d,,0,4e3c7e9f736211ea80ee000d3a02ed0d,ENTITY,4e3c7e97736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:34,,0,2020-03-31T15:18:34,dcfec875736211ea80ee000d3a02ed0d,,0,4e3c7ea3736211ea80ee000d3a02ed0d,ENTITY,4e3c7ea1736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:34,,0,2020-03-31T15:18:34,dcfec876736211ea80ee000d3a02ed0d,,0,4e3c7ea7736211ea80ee000d3a02ed0d,ENTITY,4e3c7ea5736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:34,,0,2020-03-31T15:18:34,dcfec877736211ea80ee000d3a02ed0d,,0,4e3c7eab736211ea80ee000d3a02ed0d,ENTITY,4e3c7ea5736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:34,,0,2020-03-31T15:18:34,dcfec878736211ea80ee000d3a02ed0d,,0,4e3c7ead736211ea80ee000d3a02ed0d,ENTITY,4e3c7ea5736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:34,,0,2020-03-31T15:18:34,dcfec879736211ea80ee000d3a02ed0d,,0,4e3c7eaf736211ea80ee000d3a02ed0d,ENTITY,4e3c7ea5736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:34,,0,2020-03-31T15:18:34,dcfec87a736211ea80ee000d3a02ed0d,,0,4e3c7eb1736211ea80ee000d3a02ed0d,ENTITY,4e3c7ea5736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:34,,0,2020-03-31T15:18:34,dcfec87b736211ea80ee000d3a02ed0d,,0,4e3c7eb3736211ea80ee000d3a02ed0d,ENTITY,4e3c7ea5736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:34,,0,2020-03-31T15:18:34,dcfec87c736211ea80ee000d3a02ed0d,,0,4e3c7eb5736211ea80ee000d3a02ed0d,ENTITY,4e3c7ea5736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:34,,0,2020-03-31T15:18:34,dcfec87d736211ea80ee000d3a02ed0d,,0,4e3c7eb9736211ea80ee000d3a02ed0d,ENTITY,4e3c7eb7736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:34,,0,2020-03-31T15:18:34,dcfec87e736211ea80ee000d3a02ed0d,,0,4e3c7ebb736211ea80ee000d3a02ed0d,ENTITY,4e3c7eb7736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:34,,0,2020-03-31T15:18:34,dcfec87f736211ea80ee000d3a02ed0d,,0,4e3c7ebd736211ea80ee000d3a02ed0d,ENTITY,4e3c7eb7736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:35,,0,2020-03-31T15:18:35,dcfec880736211ea80ee000d3a02ed0d,,0,4e3c7ec3736211ea80ee000d3a02ed0d,ENTITY,4e3c7ec1736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:35,,0,2020-03-31T15:18:35,dcfec881736211ea80ee000d3a02ed0d,,0,4e3c7ec7736211ea80ee000d3a02ed0d,ENTITY,4e3c7ec5736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:35,,0,2020-03-31T15:18:35,dcfec882736211ea80ee000d3a02ed0d,,0,4e3c7ecd736211ea80ee000d3a02ed0d,ENTITY,4e3c7ec5736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:35,,0,2020-03-31T15:18:35,dcfec883736211ea80ee000d3a02ed0d,,0,4e3c7ed9736211ea80ee000d3a02ed0d,ENTITY,4e3c7ed7736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:35,,0,2020-03-31T15:18:35,dcfec884736211ea80ee000d3a02ed0d,,0,4e3c7edb736211ea80ee000d3a02ed0d,ENTITY,4e3c7ed7736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:35,,0,2020-03-31T15:18:35,dcfec885736211ea80ee000d3a02ed0d,,0,4e3c7ee3736211ea80ee000d3a02ed0d,ENTITY,4e3c7ee1736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:35,,0,2020-03-31T15:18:35,e2f70126736211ea80ee000d3a02ed0d,,0,4e3c7eed736211ea80ee000d3a02ed0d,ENTITY,4e3c7ee1736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:35,,0,2020-03-31T15:18:35,e2f70127736211ea80ee000d3a02ed0d,,0,4e3c7ef5736211ea80ee000d3a02ed0d,ENTITY,4e3c7ee1736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:35,,0,2020-03-31T15:18:35,e2f70128736211ea80ee000d3a02ed0d,,0,4e3c7f01736211ea80ee000d3a02ed0d,ENTITY,4e3c7eff736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:35,,0,2020-03-31T15:18:35,e2f70129736211ea80ee000d3a02ed0d,,0,4e3c7f03736211ea80ee000d3a02ed0d,ENTITY,4e3c7eff736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:35,,0,2020-03-31T15:18:35,e2f7012a736211ea80ee000d3a02ed0d,,0,4e3c7f3b736211ea80ee000d3a02ed0d,ENTITY,4e3c7eff736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:35,,0,2020-03-31T15:18:35,e2f7012b736211ea80ee000d3a02ed0d,,0,4e3c7f53736211ea80ee000d3a02ed0d,ENTITY,4e3c7eff736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:35,,0,2020-03-31T15:18:35,e2f7012c736211ea80ee000d3a02ed0d,,0,4e3c7f55736211ea80ee000d3a02ed0d,ENTITY,4e3c7eff736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:36,,0,2020-03-31T15:18:36,e2f7012d736211ea80ee000d3a02ed0d,,0,4e3c7f5f736211ea80ee000d3a02ed0d,ENTITY,4e3c7f5d736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:36,,0,2020-03-31T15:18:36,e2f7012e736211ea80ee000d3a02ed0d,,0,4e3c7f61736211ea80ee000d3a02ed0d,ENTITY,4e3c7f5d736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:36,,0,2020-03-31T15:18:36,e2f7012f736211ea80ee000d3a02ed0d,,0,4e3c7f69736211ea80ee000d3a02ed0d,ENTITY,4e3c7f67736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:36,,0,2020-03-31T15:18:36,e2f70130736211ea80ee000d3a02ed0d,,0,4e3c7f6b736211ea80ee000d3a02ed0d,ENTITY,4e3c7f67736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:36,,0,2020-03-31T15:18:36,e2f70131736211ea80ee000d3a02ed0d,,0,4e3c7f77736211ea80ee000d3a02ed0d,ENTITY,4e3c7f67736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
