@TYPE,@VALIDATED,@DATEVALIDATED,@ALLOWAUTOMATICDELETION,@WHENCREATED,@DESCRIPTION,@EXPORTFLAG,@WHENUPDATED,@UNIQUEIDENTIFIER,@NAME,@TEMPLATE,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:36,,0,2020-03-31T15:18:36,e2f70132736211ea80ee000d3a02ed0d,,0,4e3c7f7b736211ea80ee000d3a02ed0d,ENTITY,4e3c7f67736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:36,,0,2020-03-31T15:18:36,e2f70133736211ea80ee000d3a02ed0d,,0,4e3c7f7d736211ea80ee000d3a02ed0d,ENTITY,4e3c7f67736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:36,,0,2020-03-31T15:18:36,e2f70134736211ea80ee000d3a02ed0d,,0,543572d8736211ea80ee000d3a02ed0d,ENTITY,4e3c7f85736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:36,,0,2020-03-31T15:18:36,e2f70135736211ea80ee000d3a02ed0d,,0,543572da736211ea80ee000d3a02ed0d,ENTITY,4e3c7f85736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:36,,0,2020-03-31T15:18:36,e2f70136736211ea80ee000d3a02ed0d,,0,543572e6736211ea80ee000d3a02ed0d,ENTITY,543572e4736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:36,,0,2020-03-31T15:18:36,e2f70137736211ea80ee000d3a02ed0d,,0,543572e8736211ea80ee000d3a02ed0d,ENTITY,543572e4736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:36,,0,2020-03-31T15:18:36,e2f70139736211ea80ee000d3a02ed0d,,0,4e3c7e83736211ea80ee000d3a02ed0d,ENTITY,e2f70138736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:36,,0,2020-03-31T15:18:36,e2f7013a736211ea80ee000d3a02ed0d,,0,543572eb736211ea80ee000d3a02ed0d,ENTITY,e2f70138736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:37,,0,2020-03-31T15:18:37,e2f7013b736211ea80ee000d3a02ed0d,,0,543572f3736211ea80ee000d3a02ed0d,ENTITY,543572f1736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:37,,0,2020-03-31T15:18:37,e2f7013c736211ea80ee000d3a02ed0d,,0,543572f7736211ea80ee000d3a02ed0d,ENTITY,543572f1736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:37,,0,2020-03-31T15:18:37,e2f7013e736211ea80ee000d3a02ed0d,,0,543572fb736211ea80ee000d3a02ed0d,ENTITY,e2f7013d736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:37,,0,2020-03-31T15:18:37,e2f7013f736211ea80ee000d3a02ed0d,,0,54357305736211ea80ee000d3a02ed0d,ENTITY,e2f7013d736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:37,,0,2020-03-31T15:18:37,e2f70140736211ea80ee000d3a02ed0d,,0,5435730c736211ea80ee000d3a02ed0d,ENTITY,5435730a736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:37,,0,2020-03-31T15:18:37,e2f70141736211ea80ee000d3a02ed0d,,0,54357310736211ea80ee000d3a02ed0d,ENTITY,5435730e736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:37,,0,2020-03-31T15:18:37,e2f70142736211ea80ee000d3a02ed0d,,0,54357314736211ea80ee000d3a02ed0d,ENTITY,54357312736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:37,,0,2020-03-31T15:18:37,e2f70143736211ea80ee000d3a02ed0d,,0,54357318736211ea80ee000d3a02ed0d,ENTITY,54357316736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:37,,0,2020-03-31T15:18:37,e2f70144736211ea80ee000d3a02ed0d,,0,5435731c736211ea80ee000d3a02ed0d,ENTITY,5435731a736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:37,,0,2020-03-31T15:18:37,e2f70145736211ea80ee000d3a02ed0d,,0,54357322736211ea80ee000d3a02ed0d,ENTITY,54357320736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:37,,0,2020-03-31T15:18:37,e2f70146736211ea80ee000d3a02ed0d,,0,5435732a736211ea80ee000d3a02ed0d,ENTITY,54357328736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:38,,0,2020-03-31T15:18:38,e2f70147736211ea80ee000d3a02ed0d,,0,54357330736211ea80ee000d3a02ed0d,ENTITY,54357328736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:38,,0,2020-03-31T15:18:38,e2f70148736211ea80ee000d3a02ed0d,,0,54357332736211ea80ee000d3a02ed0d,ENTITY,54357328736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:38,,0,2020-03-31T15:18:38,e2f70149736211ea80ee000d3a02ed0d,,0,54357336736211ea80ee000d3a02ed0d,ENTITY,54357334736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:38,,0,2020-03-31T15:18:38,e2f7014a736211ea80ee000d3a02ed0d,,0,54357338736211ea80ee000d3a02ed0d,ENTITY,54357334736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:38,,0,2020-03-31T15:18:38,e2f7014b736211ea80ee000d3a02ed0d,,0,5435733c736211ea80ee000d3a02ed0d,ENTITY,54357334736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:38,,0,2020-03-31T15:18:38,e2f7014c736211ea80ee000d3a02ed0d,,0,54357340736211ea80ee000d3a02ed0d,ENTITY,54357334736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:38,,0,2020-03-31T15:18:38,e2f7014d736211ea80ee000d3a02ed0d,,0,54357342736211ea80ee000d3a02ed0d,ENTITY,54357334736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:38,,0,2020-03-31T15:18:38,e2f7014e736211ea80ee000d3a02ed0d,,0,5435734a736211ea80ee000d3a02ed0d,ENTITY,54357348736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:38,,0,2020-03-31T15:18:38,e2f7014f736211ea80ee000d3a02ed0d,,0,5435734c736211ea80ee000d3a02ed0d,ENTITY,54357348736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:38,,0,2020-03-31T15:18:38,e2f70150736211ea80ee000d3a02ed0d,,0,5435734e736211ea80ee000d3a02ed0d,ENTITY,54357348736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:38,,0,2020-03-31T15:18:38,e2f70151736211ea80ee000d3a02ed0d,,0,54357350736211ea80ee000d3a02ed0d,ENTITY,54357348736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:38,,0,2020-03-31T15:18:38,e2f70152736211ea80ee000d3a02ed0d,,0,54357352736211ea80ee000d3a02ed0d,ENTITY,54357348736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:39,,0,2020-03-31T15:18:39,e2f70153736211ea80ee000d3a02ed0d,,0,54357354736211ea80ee000d3a02ed0d,ENTITY,54357348736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:39,,0,2020-03-31T15:18:39,e2f70154736211ea80ee000d3a02ed0d,,0,54357356736211ea80ee000d3a02ed0d,ENTITY,54357348736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:39,,0,2020-03-31T15:18:39,e2f70155736211ea80ee000d3a02ed0d,,0,54357358736211ea80ee000d3a02ed0d,ENTITY,54357348736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:39,,0,2020-03-31T15:18:39,e2f70156736211ea80ee000d3a02ed0d,,0,5435735a736211ea80ee000d3a02ed0d,ENTITY,54357348736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:39,,0,2020-03-31T15:18:39,e2f70157736211ea80ee000d3a02ed0d,,0,5435735c736211ea80ee000d3a02ed0d,ENTITY,54357348736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:39,,0,2020-03-31T15:18:39,e2f70158736211ea80ee000d3a02ed0d,,0,54357360736211ea80ee000d3a02ed0d,ENTITY,5435735e736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:39,,0,2020-03-31T15:18:39,e2f70159736211ea80ee000d3a02ed0d,,0,54357362736211ea80ee000d3a02ed0d,ENTITY,5435735e736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:39,,0,2020-03-31T15:18:39,e2f7015a736211ea80ee000d3a02ed0d,,0,54357366736211ea80ee000d3a02ed0d,ENTITY,54357364736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:39,,0,2020-03-31T15:18:39,e2f7015b736211ea80ee000d3a02ed0d,,0,5435736a736211ea80ee000d3a02ed0d,ENTITY,54357364736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:39,,0,2020-03-31T15:18:39,e2f7015c736211ea80ee000d3a02ed0d,,0,54357370736211ea80ee000d3a02ed0d,ENTITY,54357364736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:39,,0,2020-03-31T15:18:39,e2f7015d736211ea80ee000d3a02ed0d,,0,54357372736211ea80ee000d3a02ed0d,ENTITY,54357364736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:39,,0,2020-03-31T15:18:39,e2f7015e736211ea80ee000d3a02ed0d,,0,54357376736211ea80ee000d3a02ed0d,ENTITY,54357374736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:39,,0,2020-03-31T15:18:39,e2f7015f736211ea80ee000d3a02ed0d,,0,5435737c736211ea80ee000d3a02ed0d,ENTITY,54357374736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:40,,0,2020-03-31T15:18:40,e2f70160736211ea80ee000d3a02ed0d,,0,5435737e736211ea80ee000d3a02ed0d,ENTITY,54357374736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:40,,0,2020-03-31T15:18:40,e2f70161736211ea80ee000d3a02ed0d,,0,54357380736211ea80ee000d3a02ed0d,ENTITY,54357374736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:40,,0,2020-03-31T15:18:40,e2f70162736211ea80ee000d3a02ed0d,,0,54357382736211ea80ee000d3a02ed0d,ENTITY,54357374736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:40,,0,2020-03-31T15:18:40,e2f70163736211ea80ee000d3a02ed0d,,0,54357392736211ea80ee000d3a02ed0d,ENTITY,54357390736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:40,,0,2020-03-31T15:18:40,e2f70164736211ea80ee000d3a02ed0d,,0,54357394736211ea80ee000d3a02ed0d,ENTITY,54357390736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:40,,0,2020-03-31T15:18:40,e2f70165736211ea80ee000d3a02ed0d,,0,54357390736211ea80ee000d3a02ed0d,ENTITY,54357390736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:40,,0,2020-03-31T15:18:40,e2f70166736211ea80ee000d3a02ed0d,,0,54357398736211ea80ee000d3a02ed0d,ENTITY,54357390736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:40,,0,2020-03-31T15:18:40,e2f70167736211ea80ee000d3a02ed0d,,0,5435739a736211ea80ee000d3a02ed0d,ENTITY,54357390736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:40,,0,2020-03-31T15:18:40,e2f70168736211ea80ee000d3a02ed0d,,0,5435739c736211ea80ee000d3a02ed0d,ENTITY,54357390736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:40,,0,2020-03-31T15:18:40,e2f70169736211ea80ee000d3a02ed0d,,0,5435739e736211ea80ee000d3a02ed0d,ENTITY,54357390736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:40,,0,2020-03-31T15:18:40,e2f7016a736211ea80ee000d3a02ed0d,,0,543573a0736211ea80ee000d3a02ed0d,ENTITY,54357390736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:40,,0,2020-03-31T15:18:40,e2f7016b736211ea80ee000d3a02ed0d,,0,543573a4736211ea80ee000d3a02ed0d,ENTITY,54357390736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:40,,0,2020-03-31T15:18:40,e2f7016c736211ea80ee000d3a02ed0d,,0,543573a6736211ea80ee000d3a02ed0d,ENTITY,54357390736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:40,,0,2020-03-31T15:18:40,e2f7016d736211ea80ee000d3a02ed0d,,0,543573a8736211ea80ee000d3a02ed0d,ENTITY,54357390736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:41,,0,2020-03-31T15:18:41,e2f7016e736211ea80ee000d3a02ed0d,,0,543573ac736211ea80ee000d3a02ed0d,ENTITY,543573aa736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:41,,0,2020-03-31T15:18:41,e2f7016f736211ea80ee000d3a02ed0d,,0,543573ae736211ea80ee000d3a02ed0d,ENTITY,543573aa736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:41,,0,2020-03-31T15:18:41,e2f70170736211ea80ee000d3a02ed0d,,0,543573b2736211ea80ee000d3a02ed0d,ENTITY,543573aa736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:41,,0,2020-03-31T15:18:41,e2f70171736211ea80ee000d3a02ed0d,,0,543573b4736211ea80ee000d3a02ed0d,ENTITY,543573aa736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:41,,0,2020-03-31T15:18:41,e2f70172736211ea80ee000d3a02ed0d,,0,543573b6736211ea80ee000d3a02ed0d,ENTITY,543573aa736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:41,,0,2020-03-31T15:18:41,e2f70173736211ea80ee000d3a02ed0d,,0,543573b8736211ea80ee000d3a02ed0d,ENTITY,543573aa736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:41,,0,2020-03-31T15:18:41,e2f70174736211ea80ee000d3a02ed0d,,0,543573bc736211ea80ee000d3a02ed0d,ENTITY,543573aa736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:41,,0,2020-03-31T15:18:41,e2f70175736211ea80ee000d3a02ed0d,,0,543573c2736211ea80ee000d3a02ed0d,ENTITY,543573c0736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:41,,0,2020-03-31T15:18:41,e2f70176736211ea80ee000d3a02ed0d,,0,543573c4736211ea80ee000d3a02ed0d,ENTITY,543573c0736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:41,,0,2020-03-31T15:18:41,e2f70177736211ea80ee000d3a02ed0d,,0,543573c6736211ea80ee000d3a02ed0d,ENTITY,543573c0736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:42,,0,2020-03-31T15:18:42,e2f70178736211ea80ee000d3a02ed0d,,0,543573cc736211ea80ee000d3a02ed0d,ENTITY,543573ca736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:42,,0,2020-03-31T15:18:42,e2f70179736211ea80ee000d3a02ed0d,,0,543573d0736211ea80ee000d3a02ed0d,ENTITY,543573ce736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:42,,0,2020-03-31T15:18:42,e2f7017a736211ea80ee000d3a02ed0d,,0,543573e4736211ea80ee000d3a02ed0d,ENTITY,543573ce736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:42,,0,2020-03-31T15:18:42,e2f7017b736211ea80ee000d3a02ed0d,,0,543573f8736211ea80ee000d3a02ed0d,ENTITY,543573f6736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:42,,0,2020-03-31T15:18:42,e2f7017c736211ea80ee000d3a02ed0d,,0,543573fa736211ea80ee000d3a02ed0d,ENTITY,543573f6736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
,0,1899-12-30T00:00:00,0,2020-03-31T15:18:42,,0,2020-03-31T15:18:42,e2f7017d736211ea80ee000d3a02ed0d,,0,543573fe736211ea80ee000d3a02ed0d,ENTITY,543573f6736211ea80ee000d3a02ed0d,ENTITY,ATALMOR,ATALMOR,ATALMOR
