@WHENUPDATED,@UNIQUEIDENTIFIER,@CWAVERAGERATING,@TOUCHPOINTPATTERN,@TOUCHPOINTID,@DESCRIPTION,@TOUCHPOINTNONREPUDIATIONREQUIREMENT,@TOUCHPOINTDIRECTION,@EXPORTFLAG,@DATEVALIDATED,@MATURITYLEVEL,@TOUCHPOINTALTNAME,@TEMPLATE,@CWTOTALCOMMENT,@TYPE,@NAME,@VALIDATED,@WHENCREATED,RCWHOCREATEDTOUSER@WHOCREATED,RCWHOOWNSTOUSER@WHOOWNS,RCWHOUPDATEDTOUSER@WHOUPDATED
2015-05-07T11:23:41,01b5ebd25e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,PH-TP030,Provides the ability to accept or reject the resolution of an existing trouble Trouble Ticket.,b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PH-TP030 requestTroubleTicketClearance,0,0.0,c6a04a065e8711e4925a6817294aebff,requestTroubleTicketClearance,0,2014-10-28T04:05:58,32,32,32
2015-05-07T11:23:23,02c4f5325e8911e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,PH-TP022,An end state notification message for an existing Trouble Ticket. This notification indicates that the Trouble Ticket has been closed.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PH-TP022 notifyTroubleTicketClosed,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyTroubleTicketClosed,0,2014-10-28T03:58:55,32,32,32
2015-05-07T11:23:03,063724d25e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,PO-TP007,An end state completion message containing the full set of results of a previously submitted batch address search. It indicates that the batch has finished processing and no further messages will be sent in regards to the specified batch.,a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PO-TP007 notifyBatchAddressSearchCompleted,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyBatchAddressSearchCompleted,0,2014-10-28T03:51:48,32,32,32
2015-05-07T11:23:42,0878ac0b5e8a11e4925a6817294aebff,0.0,269c709c5e8911e4925a6817294aebff,PO-TP005.1,service provider response containing the results of a previously submitted address search query.,a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PO-TP005.1 responseAddressSearch,0,0.0,c6a04a065e8711e4925a6817294aebff,responseAddressSearch,0,2014-10-28T04:06:11,32,32,32
2015-05-07T11:23:23,09c29c685e8911e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,PH-TP003,"A notification message initiated from the service provider alarm & Event mangement system indicating, to the affected external party, that an Network Fault has occured and is needed to be resolved via Trouble Ticket mangement.",b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PH-TP003 notifyTroubleTicketCreated,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyTroubleTicketCreated,0,2014-10-28T03:59:10,32,32,32
2015-05-07T11:23:03,0d849ae25e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,PO-TP009,An end state message indicating the rejection of a previously submitted batch address search. It indicates that the batch was not processed and no further messages will be sent in regards to the specified batch.,a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PO-TP009 notifyBatchAddressSearchRejected,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyBatchAddressSearchRejected,0,2014-10-28T03:52:00,32,32,32
2015-05-07T11:23:42,0f81c51a5e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,AM-TP010,service provider response to a previous request to amend an appointment. The message will contain service provider?s acceptance (appointment has been updated) or rejection (appointment has not been updated) of the request.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,AM-TP010 responseAppointmentAmend,0,0.0,c6a04a065e8711e4925a6817294aebff,responseAppointmentAmend,0,2014-10-28T04:06:23,32,32,32
2015-05-07T11:23:24,1102a4c45e8911e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,PH-TP007,An end state message indicating the rejection of a previously submitted Trouble Ticket. It indicates the the Trouble Ticket was not processed and the message will contain the reason as to its rejection. No further messages will be sent in regards to the particular Trouble Ticket.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PH-TP007 notifyTroubleTicketRejected,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyTroubleTicketRejected,0,2014-10-28T03:59:19,32,32,32
2015-05-07T11:23:04,1490731c5e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,PO-TP006,A notification message informing external party that a previously submitted batch qualification has been received and has been scheduled to be run.,a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PO-TP006 notifyBatchQualificationAcknowledged,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyBatchQualificationAcknowledged,0,2014-10-28T03:52:15,32,32,32
2015-05-07T11:23:43,16b60d7c5e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,AM-TP003.1,service provider response to a previously submitted appointment availability request. The message indicates the slots that are available.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,AM-TP003.1 responseAppointmentAvailability,0,0.0,c6a04a065e8711e4925a6817294aebff,responseAppointmentAvailability,0,2014-10-28T04:06:35,32,32,32
2015-05-07T11:23:24,17cc91075e8911e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,PH-TP014,A notification to advise external party that service provider believes the problem has been resolved and wishes to clear the Trouble Ticket.  external party will use this notification to verify resolution and will advise service provider through a subsequent Trouble Ticket amendment.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PH-TP014 notifyTroubleTicketResolved,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyTroubleTicketResolved,0,2014-10-28T03:59:33,32,32,32
2015-05-07T11:23:05,1bf5de565e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,PO-TP007,An end state completion message containing the full set of results of a previously submitted batch qualification. It indicates that the batch has finished processing and no further messages will be sent in regards to the specified batch.,a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PO-TP007 notifyBatchQualificationCompleted,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyBatchQualificationCompleted,0,2014-10-28T03:52:28,32,32,32
2015-05-07T11:23:44,1d6286405e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,AM-TP007.1,service provider response to previously submitted appointment cancellation request. The message will contain service provider?s acceptance (appointment has been cancelled) or rejection (appointment has not been cancelled) of the request.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,AM-TP007.1 responseAppointmentCancel,0,0.0,c6a04a065e8711e4925a6817294aebff,responseAppointmentCancel,0,2014-10-28T04:06:46,32,32,32
2015-05-07T11:22:40,1f2292b85e8911e4925a6817294aebff,0.0,,PO,,a8db15b4f4dd11e4aa85002590713bc0,,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PO Manage Address,0,0.0,3da050705e8c11e4bf98c8f733793dac,Manage Address,0,2014-10-28T03:59:48,32,32,32
2015-05-07T11:23:05,23432d555e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,PO-TP009,An end state message indicating the rejection of a previously submitted batch qualification. It indicates that the batch was not processed and no further messages will be sent in regards to the specified batch.,a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PO-TP009 notifyBatchQualificationRejected,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyBatchQualificationRejected,0,2014-10-28T03:52:40,32,32,32
2015-05-07T11:23:44,240f74365e8a11e4925a6817294aebff,0.0,269c709c5e8911e4925a6817294aebff,AM-TP006.1,service provider response to a previously submitted appointment details query. The message will contain the complete set of details for the particular appointment.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,AM-TP006.1 responseAppointmentDetails,0,0.0,c6a04a065e8711e4925a6817294aebff,responseAppointmentDetails,0,2014-10-28T04:06:57,32,32,32
2015-05-07T11:22:46,2a1bbfcd5e8811e4925a6817294aebff,0.0,,BEF,,a8db15b4f4dd11e4aa85002590713bc0,,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,BEF Manage Billing,0,0.0,3da050705e8c11e4bf98c8f733793dac,Manage Billing,0,2014-10-28T03:52:49,32,32,32
2015-05-07T11:23:45,2aebd74d5e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,AM-TP011.1,"service provider response to a previous request to reschedule an appointment. The message will contain service provider?s acceptance (appointment has been reschedule) or rejection (appointment has not been reschedule) of the request. 
service provider response to a previous request to reschedule an appointment. The message will contain service provider?s acceptance (appointment has been reschedule) or rejection (appointment has not been reschedule) of the request.",b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,AM-TP011.1 responseAppointmentReschedule,0,0.0,c6a04a065e8711e4925a6817294aebff,responseAppointmentReschedule,0,2014-10-28T04:07:09,32,32,32
2015-05-07T11:23:25,2cb189295e8911e4925a6817294aebff,0.0,269c709c5e8911e4925a6817294aebff,PO-TP005,Provides the ability to obtain location information from service provider. Example uses are:1. Identification of possible addresses that relate to an End User?s location.2. Validating address or location information.,a8db15b4f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PO-TP005 queryAddressSearch,0,0.0,c6a04a065e8711e4925a6817294aebff,queryAddressSearch,0,2014-10-28T04:00:05,32,32,32
2015-05-07T11:23:06,3059bdb25e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,BEF-TP002,A notification message containing external party's billing event file data.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,BEF-TP002 notifyBillingEventFile,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyBillingEventFile,0,2014-10-28T03:52:57,32,32,32
2015-05-07T11:23:45,31f788765e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,AM-TP005.1,service provider response to a previous request to reserve an appointment. The message will contain service provider?s acceptance (appointment has been reserved) or rejection (appointment has not been reserved) of the request.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,AM-TP005.1 responseAppointmentReservation,0,0.0,c6a04a065e8711e4925a6817294aebff,responseAppointmentReservation,0,2014-10-28T04:07:21,32,32,32
2015-05-07T11:23:25,33e0ef795e8911e4925a6817294aebff,0.0,269c709c5e8911e4925a6817294aebff,AM-TP006,Provides the ability to retrieve the details of a previously booked or reserved appointment.,b1324840f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,AM-TP006 queryAppointmentDetails,0,0.0,c6a04a065e8711e4925a6817294aebff,queryAppointmentDetails,0,2014-10-28T04:00:22,32,32,32
2015-05-07T11:23:06,37df0d745e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,BIN-TP002,A notification message containing external party's Invoice.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,BIN-TP002 notifyBillingInvoice,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyBillingInvoice,0,2014-10-28T03:53:11,32,32,32
2015-05-07T11:23:46,3917d35d5e8a11e4925a6817294aebff,0.0,269c709c5e8911e4925a6817294aebff,BEF-TP003.1,service provider response to a previously submitted Billing Event File and/or Billing Adjustment File request.,a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,BEF-TP003.1 responseBillingEventFileQueryResults,0,0.0,c6a04a065e8711e4925a6817294aebff,responseBillingEventFileQueryResults,0,2014-10-28T04:07:32,32,32,32
2015-05-07T11:22:54,3eb5cb265e8811e4925a6817294aebff,0.0,,OH,,a8db15b4f4dd11e4aa85002590713bc0,,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,OH Manage Product Order,0,0.0,3da050705e8c11e4bf98c8f733793dac,Manage Product Order,0,2014-10-28T03:53:21,32,32,32
2015-05-07T11:23:07,3eb5cb295e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,OH-TP044,A notification message informing external party that a previously submitted bulk order has been received and has been scheduled to be run.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,OH-TP044 notifyBulkOrderAcknowledged,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyBulkOrderAcknowledged,0,2014-10-28T03:53:29,32,32,32
2015-05-07T11:23:47,3f98f5bf5e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,BIN-TP001.1,service provider response to a previously submitted Invoice request. The message will contain the previously generated Invoice being requested.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,BIN-TP001.1 responseBillingInvoice,0,0.0,c6a04a065e8711e4925a6817294aebff,responseBillingInvoice,0,2014-10-28T04:07:46,32,32,32
2015-05-07T11:23:26,424ed77c5e8911e4925a6817294aebff,0.0,269c709c5e8911e4925a6817294aebff,BEF-TP003,Query an historical list of Billing Event Files and/or Billing Adjustment Files,a8db15b4f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,BEF-TP003 queryBillingEventFile,0,0.0,c6a04a065e8711e4925a6817294aebff,queryBillingEventFile,0,2014-10-28T04:00:37,32,32,32
2015-05-07T11:23:08,4597fab65e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,OH-TP045,"A completion notification indictating that the bulk order has successfully completed pre-processing and has been decomposed into separate single order transactions. From this point, order notifications will be sent for the individual orders provided in the bulk request.",b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,OH-TP045 notifyBulkOrderCompleted,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyBulkOrderCompleted,0,2014-10-28T03:53:40,32,32,32
2015-05-07T11:23:47,46460ac55e8a11e4925a6817294aebff,0.0,269c709c5e8911e4925a6817294aebff,BIN-TP003.1,service provider response to a previously submitted Invoice query.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,BIN-TP003.1 responseBillingInvoiceQueryResults,0,0.0,c6a04a065e8711e4925a6817294aebff,responseBillingInvoiceQueryResults,0,2014-10-28T04:07:55,32,32,32
2015-05-07T11:23:27,49d734895e8911e4925a6817294aebff,0.0,269c709c5e8911e4925a6817294aebff,BIN-TP003,Provides the ability to query previously generated Invoices,a8db15b4f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,BIN-TP003 queryBillingInvoice,0,0.0,c6a04a065e8711e4925a6817294aebff,queryBillingInvoice,0,2014-10-28T04:00:51,32,32,32
2015-05-07T11:23:08,4cae33565e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,OH-TP046,A notification message informing external party that the bulk order has been rejected.  A reason will be provded.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,OH-TP046 notifyBulkOrderRejected,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyBulkOrderRejected,0,2014-10-28T03:53:52,32,32,32
2015-05-07T11:23:48,4cf2d1aa5e8a11e4925a6817294aebff,0.0,269c709c5e8911e4925a6817294aebff,BRE-TP001.1,service provider response to a previously submitted billing report query. The message will contain the actual report requested if availble.,a8db15b4f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,BRE-TP001.1 responseBillingReport,0,0.0,c6a04a065e8711e4925a6817294aebff,responseBillingReport,0,2014-10-28T04:08:06,32,32,32
2015-05-07T11:23:27,50ccc5515e8911e4925a6817294aebff,0.0,269c709c5e8911e4925a6817294aebff,OH-TP017,Provides the ability to retrieve the complete set of details of a single order at the point in time that the query is made.,a8db15b4f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,OH-TP017 queryOrderDetails,0,0.0,c6a04a065e8711e4925a6817294aebff,queryOrderDetails,0,2014-10-28T04:01:06,32,32,32
2015-05-07T11:23:49,5328e0345e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,PH-TP025.1,service provider response to a previously submitted more time request. The message will indicate request more time acknowledgement or rejection based on initial message level validation. A Keep Customer Informed notification will be issued following full order validation that will indicate whether the request more time is accepted or rejected.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PH-TP025.1 responseMoreTime,0,0.0,c6a04a065e8711e4925a6817294aebff,responseMoreTime,0,2014-10-28T04:08:19,32,32,32
2015-05-07T11:22:49,53ca5f7c5e8811e4925a6817294aebff,0.0,,MP,,a8db15b4f4dd11e4aa85002590713bc0,,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,MP Manage Planning,0,0.0,3da050705e8c11e4bf98c8f733793dac,Manage Planning,0,2014-10-28T03:54:02,32,32,32
2015-05-07T11:23:28,57ba18995e8911e4925a6817294aebff,0.0,269c709c5e8911e4925a6817294aebff,PC-TP001,Provides the ability for external party to retrieve their catalogue based upon the WBA Product Catalogue,a8db15b4f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PC-TP001 queryProductCatalogue,0,0.0,c6a04a065e8711e4925a6817294aebff,queryProductCatalogue,0,2014-10-28T04:01:20,32,32,32
2015-05-07T11:23:49,5a1018e35e8a11e4925a6817294aebff,0.0,17cc91055e8911e4925a6817294aebff,OH-TP005.1,service provider response to a previously submitted amend request. The message will indicate amend order acknowledgement or rejection based on initial message level validation.  A Keep Customer Informed notification will be issued following full design rule validation that will indicate whether the amend or is accepted or rejected.,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,OH-TP005.1 responseOrderAmend,0,0.0,c6a04a065e8711e4925a6817294aebff,responseOrderAmend,0,2014-10-28T04:08:31,32,32,32
2015-05-07T11:23:09,5a61a2405e8811e4925a6817294aebff,0.0,ccdb88c25e8711e4925a6817294aebff,MP-TP002,A notification message advising that the forecast has been accepted,b1324840f4dd11e4aa85002590713bc0,b132483ef4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,MP-TP002 notifyForecastAccepted,0,0.0,c6a04a065e8711e4925a6817294aebff,notifyForecastAccepted,0,2014-10-28T03:54:09,32,32,32
2015-05-07T11:23:29,5ee400945e8911e4925a6817294aebff,0.0,269c709c5e8911e4925a6817294aebff,PH-TP029,Provides the ability to retrieve the specified attachment from a Trouble Ticket,a8db15b4f4dd11e4aa85002590713bc0,bde37e97f4dd11e4aa85002590713bc0,0,1899-12-30T00:00:00,b8c0274e604c11e4925a6817294aebff,PH-TP029 queryTroubleTicketAttachment,0,0.0,c6a04a065e8711e4925a6817294aebff,queryTroubleTicketAttachment,0,2014-10-28T04:01:34,32,32,32
