@TEMPLATE,@UNIQUEIDENTIFIER,@WHENUPDATED,@TYPE,@WHENCREATED,@VALIDATED,@ALLOWAUTOMATICDELETION,@DATEVALIDATED,@EXPORTFLAG,@NAME,@DESCRIPTION,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@WHOCREATED,RCWHOOWNSTOUSER@WHOOWNS,RCWHOUPDATEDTOUSER@WHOUPDATED,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
0,01584ed92ba811e397730220e3370c01,2013-10-02T15:17:07,,2013-10-02T15:17:07,0,0,1899-12-30T00:00:00,0,,,2f8a7369827011dc887d00059a3c7800,TAMAPPLICATION,6c29aab32b9a11e397730220e3370c01,TAMAPPLICATION,8,8,8,,,
0,065fa50da15a11e2a691f04da23a38c8,2013-04-09T15:11:13,,2013-04-09T15:11:13,0,0,1899-12-30T00:00:00,0,,,01bb1ea2a15811e2a691f04da23a38c8,TAMAPPLICATION,e1ba9d3239d811db9075004096a6c0fb,TAMAPPLICATION,,,,DFREED,DFREED,DFREED
0,065fa50ea15a11e2a691f04da23a38c8,2013-04-09T15:11:13,,2013-04-09T15:11:13,0,0,1899-12-30T00:00:00,0,,,1686c205a15811e2a691f04da23a38c8,TAMAPPLICATION,e1ba9d3239d811db9075004096a6c0fb,TAMAPPLICATION,,,,DFREED,DFREED,DFREED
0,065fa50fa15a11e2a691f04da23a38c8,2013-04-09T15:11:14,,2013-04-09T15:11:14,0,0,1899-12-30T00:00:00,0,,,1e0d233aa15811e2a691f04da23a38c8,TAMAPPLICATION,e1ba9d3239d811db9075004096a6c0fb,TAMAPPLICATION,,,,DFREED,DFREED,DFREED
0,065fa510a15a11e2a691f04da23a38c8,2013-04-09T15:11:14,,2013-04-09T15:11:14,0,0,1899-12-30T00:00:00,0,,,31b550f9a15811e2a691f04da23a38c8,TAMAPPLICATION,e1ba9d3239d811db9075004096a6c0fb,TAMAPPLICATION,,,,DFREED,DFREED,DFREED
0,065fa511a15a11e2a691f04da23a38c8,2013-04-09T15:11:15,,2013-04-09T15:11:15,0,0,1899-12-30T00:00:00,0,,,31b550faa15811e2a691f04da23a38c8,TAMAPPLICATION,e1ba9d3239d811db9075004096a6c0fb,TAMAPPLICATION,,,,DFREED,DFREED,DFREED
0,07a99f65480211df8c200026b9bf6441,2010-04-14T16:12:21,,2010-04-14T16:12:21,0,-1,1899-12-30T00:00:00,0,,,a2e26bb6219211df9556001de065480b,TAMAPPLICATION,a7af4561130111ddad71001e378839ac,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,08631a83a83211e6bf18002590713bc0,2016-11-11T11:12:33,,2016-11-11T11:12:33,0,0,1899-12-30T00:00:00,0,,,c84b723e67a611e1a5f7002564cb911c,TAMAPPLICATION,743be092a83111e6bf18002590713bc0,TAMAPPLICATION,8,8,8,,,
0,0bba944bafae11e2a7350026b9bf6441,2013-04-27T20:47:53,,2013-04-27T20:47:53,0,0,1899-12-30T00:00:00,0,,,6b97f9a0752711db93fa000e3573f0d3,TAMAPPLICATION,e1ba9cf439d811db9075004096a6c0fb,TAMAPPLICATION,8,8,8,,,
0,0f1cfa988c8011e5bf18002590713bc0,2015-11-16T10:35:35,,2015-11-16T10:35:35,0,-1,1899-12-30T00:00:00,0,,,0b2146e0030411dc878f00059a3c7800,TAMAPPLICATION,e1ba9d0639d811db9075004096a6c0fb,TAMAPPLICATION,8,8,8,,,
0,105cd536e02b11e780d0000d3a02ed0d,2017-12-13T17:28:43,,2017-12-13T17:28:43,0,0,1899-12-30T00:00:00,0,,,105cd537e02b11e780d0000d3a02ed0d,TAMAPPLICATION,7d580c3aab6211e2bcb7f04da23a38c8,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
0,105cd53ae02b11e780d0000d3a02ed0d,2017-12-13T17:28:43,,2017-12-13T17:28:43,0,0,1899-12-30T00:00:00,0,,,105cd53be02b11e780d0000d3a02ed0d,TAMAPPLICATION,7d580c3aab6211e2bcb7f04da23a38c8,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
0,105cd53ee02b11e780d0000d3a02ed0d,2017-12-13T17:28:43,,2017-12-13T17:28:43,0,0,1899-12-30T00:00:00,0,,,105cd53fe02b11e780d0000d3a02ed0d,TAMAPPLICATION,7d580c3aab6211e2bcb7f04da23a38c8,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
0,105cd542e02b11e780d0000d3a02ed0d,2017-12-13T17:28:44,,2017-12-13T17:28:44,0,0,1899-12-30T00:00:00,0,,,105cd543e02b11e780d0000d3a02ed0d,TAMAPPLICATION,e3563f63139811ddad71001e378839ac,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
0,10d9ee9fa5ea11e2aea95c260a653b0e,2013-04-15T10:32:13,,2013-04-15T10:32:13,0,0,1899-12-30T00:00:00,0,,,80ed4c0fa5e911e2aea95c260a653b0e,TAMAPPLICATION,cb0d598fa5e711e2aea95c260a653b0e,TAMAPPLICATION,,,,DFREED,DFREED,DFREED
0,10d9eea0a5ea11e2aea95c260a653b0e,2013-04-15T10:32:14,,2013-04-15T10:32:14,0,0,1899-12-30T00:00:00,0,,,97564befa5e911e2aea95c260a653b0e,TAMAPPLICATION,cb0d598fa5e711e2aea95c260a653b0e,TAMAPPLICATION,,,,DFREED,DFREED,DFREED
0,16413725b0a411e2a792002590713bc0,2013-04-29T02:09:27,,2013-04-29T02:09:27,0,0,1899-12-30T00:00:00,0,,,4076f48c219811df9556001de065480b,TAMAPPLICATION,087dffa8219811df9556001de065480b,TAMAPPLICATION,6,6,6,,,
0,16413727b0a411e2a792002590713bc0,2013-04-29T02:09:28,,2013-04-29T02:09:28,0,0,1899-12-30T00:00:00,0,,,3a778a24219811df9556001de065480b,TAMAPPLICATION,087dffa8219811df9556001de065480b,TAMAPPLICATION,6,6,6,,,
0,17dc12b4afae11e2a7350026b9bf6441,2013-04-27T20:48:13,,2013-04-27T20:48:13,0,0,1899-12-30T00:00:00,0,,,8ddb21e0752711db93fa000e3573f0d3,TAMAPPLICATION,e1ba9cf439d811db9075004096a6c0fb,TAMAPPLICATION,8,8,8,,,
0,1e1f19bdafae11e2a7350026b9bf6441,2013-04-27T20:48:24,,2013-04-27T20:48:24,0,0,1899-12-30T00:00:00,0,,,d45fd300752711db93fa000e3573f0d3,TAMAPPLICATION,e1ba9cf439d811db9075004096a6c0fb,TAMAPPLICATION,8,8,8,,,
0,1e78a5eaa83211e6bf18002590713bc0,2016-11-11T11:13:10,,2016-11-11T11:13:10,0,0,1899-12-30T00:00:00,0,,,b3e65c56a4c811e6bf18002590713bc0,TAMAPPLICATION,743be092a83111e6bf18002590713bc0,TAMAPPLICATION,8,8,8,,,
0,2093afa8669211e980e1000d3a02ed0d,2019-04-24T13:09:02,,2019-04-24T13:09:02,0,0,1899-12-30T00:00:00,0,,,9fa993962c5311e395005c260a653b0e,TAMAPPLICATION,1c395440693b11e1a5f7002564cb911c,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
0,213614ffa5e811e2aea95c260a653b0e,2013-04-15T10:18:22,,2013-04-15T10:18:22,0,0,1899-12-30T00:00:00,0,,,c1370a0fa5e711e2aea95c260a653b0e,TAMAPPLICATION,4614c7ffa5e611e2aea95c260a653b0e,TAMAPPLICATION,,,,DFREED,DFREED,DFREED
0,21361500a5e811e2aea95c260a653b0e,2013-04-15T10:18:22,,2013-04-15T10:18:22,0,0,1899-12-30T00:00:00,0,,,cb0d598fa5e711e2aea95c260a653b0e,TAMAPPLICATION,4614c7ffa5e611e2aea95c260a653b0e,TAMAPPLICATION,,,,DFREED,DFREED,DFREED
0,21361501a5e811e2aea95c260a653b0e,2013-04-15T10:18:23,,2013-04-15T10:18:23,0,0,1899-12-30T00:00:00,0,,,d3f9be3fa5e711e2aea95c260a653b0e,TAMAPPLICATION,4614c7ffa5e611e2aea95c260a653b0e,TAMAPPLICATION,,,,DFREED,DFREED,DFREED
0,2531f6f1afae11e2a7350026b9bf6441,2013-04-27T20:48:35,,2013-04-27T20:48:35,0,0,1899-12-30T00:00:00,0,,,8904605f816c11db9401000e3573f0d3,TAMAPPLICATION,e1ba9cf439d811db9075004096a6c0fb,TAMAPPLICATION,8,8,8,,,
0,2648a673b0ad11e2a792002590713bc0,2013-04-29T03:14:15,,2013-04-29T03:14:15,0,0,1899-12-30T00:00:00,0,,,cb1b5a2413a211ddad71001e378839ac,TAMAPPLICATION,e3563f63139811ddad71001e378839ac,TAMAPPLICATION,6,6,6,,,
0,2648a675b0ad11e2a792002590713bc0,2013-04-29T03:14:16,,2013-04-29T03:14:16,0,0,1899-12-30T00:00:00,0,,,cb1b5a2313a211ddad71001e378839ac,TAMAPPLICATION,e3563f63139811ddad71001e378839ac,TAMAPPLICATION,6,6,6,,,
0,2a4d5e09480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,2814641f47d311df8c200026b9bf6441,TAMAPPLICATION,b3b00783153911ddad71001e378839ac,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e0a480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,fb63278847d211df8c200026b9bf6441,TAMAPPLICATION,b3b00783153911ddad71001e378839ac,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e0b480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,ae23172747d211df8c200026b9bf6441,TAMAPPLICATION,b3b00783153911ddad71001e378839ac,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e0c480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,813fa64447d211df8c200026b9bf6441,TAMAPPLICATION,b3b00783153911ddad71001e378839ac,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e0d480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,a9aadd9e471c11df8c200026b9bf6441,TAMAPPLICATION,534429d6471b11df8c200026b9bf6441,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e0e480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,81ea809d471c11df8c200026b9bf6441,TAMAPPLICATION,534429d6471b11df8c200026b9bf6441,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e0f480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,595d33ab471c11df8c200026b9bf6441,TAMAPPLICATION,534429d6471b11df8c200026b9bf6441,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e10480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,1e478511471c11df8c200026b9bf6441,TAMAPPLICATION,534429d6471b11df8c200026b9bf6441,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e11480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,09f53e8f46a411df88120026b9bf6441,TAMAPPLICATION,b3b0079c153911ddad71001e378839ac,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e12480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,01713fc446a411df88120026b9bf6441,TAMAPPLICATION,b3b0079c153911ddad71001e378839ac,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e13480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,f7145b5a46a311df88120026b9bf6441,TAMAPPLICATION,b3b0079c153911ddad71001e378839ac,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e14480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,b3b00792153911ddad71001e378839ac,TAMAPPLICATION,b3b00791153911ddad71001e378839ac,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e16480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,93d7e344a7fe11dc88c400059a3c7800,TAMAPPLICATION,b3b00793153911ddad71001e378839ac,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e18480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,b3b00794153911ddad71001e378839ac,TAMAPPLICATION,b3b00793153911ddad71001e378839ac,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e1a480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,a5d35b7f1b6411dc87c600059a3c7800,TAMAPPLICATION,b3b0078f153911ddad71001e378839ac,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e1b480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,b3b0078f153911ddad71001e378839ac,TAMAPPLICATION,b5ca08921b6311dc87c600059a3c7800,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e1c480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,b3b00790153911ddad71001e378839ac,TAMAPPLICATION,b5ca08921b6311dc87c600059a3c7800,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e1d480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,b3b00791153911ddad71001e378839ac,TAMAPPLICATION,b5ca08921b6311dc87c600059a3c7800,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e1e480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,b3b00793153911ddad71001e378839ac,TAMAPPLICATION,b5ca08921b6311dc87c600059a3c7800,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e1f480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,053ffc67a80b11dc88c400059a3c7800,TAMAPPLICATION,b5ca08921b6311dc87c600059a3c7800,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e20480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,b3b00785153911ddad71001e378839ac,TAMAPPLICATION,5df41095236911dc87cb00059a3c7800,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e21480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,b3b00786153911ddad71001e378839ac,TAMAPPLICATION,5df41095236911dc87cb00059a3c7800,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e22480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,b3b00787153911ddad71001e378839ac,TAMAPPLICATION,5df41095236911dc87cb00059a3c7800,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e23480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,b3b00788153911ddad71001e378839ac,TAMAPPLICATION,5df41095236911dc87cb00059a3c7800,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e24480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,b3b00789153911ddad71001e378839ac,TAMAPPLICATION,5df41095236911dc87cb00059a3c7800,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e25480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,b3b0078a153911ddad71001e378839ac,TAMAPPLICATION,5df41095236911dc87cb00059a3c7800,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e26480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,b3b0078d153911ddad71001e378839ac,TAMAPPLICATION,5df41095236911dc87cb00059a3c7800,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e27480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,d6856080153811ddad71001e378839ac,TAMAPPLICATION,021edeb014d511ddad71001e378839ac,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e28480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,0ba2edcfca8611dc890600059a3c7800,TAMAPPLICATION,021edeb014d511ddad71001e378839ac,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e2a480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,cd73fa31ba4111dc88e100059a3c7800,TAMAPPLICATION,e1ba9d1c39d811db9075004096a6c0fb,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e2b480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,b3b00780153911ddad71001e378839ac,TAMAPPLICATION,e1ba9d1c39d811db9075004096a6c0fb,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e2c480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,b3b00781153911ddad71001e378839ac,TAMAPPLICATION,e1ba9d1c39d811db9075004096a6c0fb,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2a4d5e2d480011df8c200026b9bf6441,2010-04-14T15:59:00,,2010-04-14T15:59:00,0,-1,1899-12-30T00:00:00,0,,,b3b00782153911ddad71001e378839ac,TAMAPPLICATION,e1ba9d1c39d811db9075004096a6c0fb,TAMAPPLICATION,,,,ADMIN,ADMIN,ADMIN
0,2b53f853b09c11e2a792002590713bc0,2013-04-29T01:12:37,,2013-04-29T01:12:37,0,0,1899-12-30T00:00:00,0,,,21388cea67ae11e1a5f7002564cb911c,TAMAPPLICATION,1185072567ad11e1a5f7002564cb911c,TAMAPPLICATION,6,6,6,,,
0,2d111bdfa5ed11e2aea95c260a653b0e,2013-04-15T10:54:29,,2013-04-15T10:54:29,0,0,1899-12-30T00:00:00,0,,,e3d7d6cfa5ec11e2aea95c260a653b0e,TAMAPPLICATION,7bb3561fa5eb11e2aea95c260a653b0e,TAMAPPLICATION,,,,DFREED,DFREED,DFREED
0,2d111be0a5ed11e2aea95c260a653b0e,2013-04-15T10:54:30,,2013-04-15T10:54:30,0,0,1899-12-30T00:00:00,0,,,ebd4ab5fa5ec11e2aea95c260a653b0e,TAMAPPLICATION,7bb3561fa5eb11e2aea95c260a653b0e,TAMAPPLICATION,,,,DFREED,DFREED,DFREED
0,2d111be1a5ed11e2aea95c260a653b0e,2013-04-15T10:54:30,,2013-04-15T10:54:30,0,0,1899-12-30T00:00:00,0,,,f6e0468fa5ec11e2aea95c260a653b0e,TAMAPPLICATION,7bb3561fa5eb11e2aea95c260a653b0e,TAMAPPLICATION,,,,DFREED,DFREED,DFREED
0,2d28cedbafae11e2a7350026b9bf6441,2013-04-27T20:48:49,,2013-04-27T20:48:49,0,0,1899-12-30T00:00:00,0,,,8904606d816c11db9401000e3573f0d3,TAMAPPLICATION,e1ba9cf439d811db9075004096a6c0fb,TAMAPPLICATION,8,8,8,,,
0,2d28cedcafae11e2a7350026b9bf6441,2013-04-27T20:48:59,,2013-04-27T20:48:59,0,0,1899-12-30T00:00:00,0,,,91db750f816c11db9401000e3573f0d3,TAMAPPLICATION,e1ba9cf439d811db9075004096a6c0fb,TAMAPPLICATION,8,8,8,,,
0,2e7ce2afb0a011e2a792002590713bc0,2013-04-29T01:41:21,,2013-04-29T01:41:21,0,0,1899-12-30T00:00:00,0,,,3b7c58ed0e1e11e0bc42002564cb911c,TAMAPPLICATION,ea8a0e860e1c11e0bc42002564cb911c,TAMAPPLICATION,6,6,6,,,
0,3849ba7fa5ed11e2aea95c260a653b0e,2013-04-15T10:54:48,,2013-04-15T10:54:48,0,0,1899-12-30T00:00:00,0,,,ebd4ab60a5ec11e2aea95c260a653b0e,TAMAPPLICATION,7bb3561fa5eb11e2aea95c260a653b0e,TAMAPPLICATION,,,,DFREED,DFREED,DFREED
0,41bee1eab0af11e2a792002590713bc0,2013-04-29T03:29:16,,2013-04-29T03:29:16,0,0,1899-12-30T00:00:00,0,,,58aafc12305f11df955c001de065480b,TAMAPPLICATION,1df6f66c305e11df955c001de065480b,TAMAPPLICATION,6,6,6,,,
0,41bee1ecb0af11e2a792002590713bc0,2013-04-29T03:29:16,,2013-04-29T03:29:16,0,0,1899-12-30T00:00:00,0,,,b0508ea0305f11df955c001de065480b,TAMAPPLICATION,1df6f66c305e11df955c001de065480b,TAMAPPLICATION,6,6,6,,,
0,41bee1eeb0af11e2a792002590713bc0,2013-04-29T03:29:17,,2013-04-29T03:29:17,0,0,1899-12-30T00:00:00,0,,,78145824305e11df955c001de065480b,TAMAPPLICATION,1df6f66c305e11df955c001de065480b,TAMAPPLICATION,6,6,6,,,
0,41bee1f0b0af11e2a792002590713bc0,2013-04-29T03:29:18,,2013-04-29T03:29:18,0,0,1899-12-30T00:00:00,0,,,ee971bc6305e11df955c001de065480b,TAMAPPLICATION,1df6f66c305e11df955c001de065480b,TAMAPPLICATION,6,6,6,,,
0,41bee1f2b0af11e2a792002590713bc0,2013-04-29T03:29:19,,2013-04-29T03:29:19,0,0,1899-12-30T00:00:00,0,,,c35490c4305e11df955c001de065480b,TAMAPPLICATION,1df6f66c305e11df955c001de065480b,TAMAPPLICATION,6,6,6,,,
0,41bee1f4b0af11e2a792002590713bc0,2013-04-29T03:29:20,,2013-04-29T03:29:20,0,0,1899-12-30T00:00:00,0,,,1d686914305f11df955c001de065480b,TAMAPPLICATION,1df6f66c305e11df955c001de065480b,TAMAPPLICATION,6,6,6,,,
0,4816ef378c7e11e5bf18002590713bc0,2015-11-16T10:22:52,,2015-11-16T10:22:52,0,-1,1899-12-30T00:00:00,0,,,544f75d119df11dc87c600059a3c7800,TAMAPPLICATION,c8dd4ee0322211db906d000802da1ce2,TAMAPPLICATION,8,8,8,,,
0,4cd6656015e411ea80ea000d3a02ed0d,2019-12-03T15:48:09,,2019-12-03T15:48:09,0,0,1899-12-30T00:00:00,0,,,4cd6655b15e411ea80ea000d3a02ed0d,TAMAPPLICATION,4cd6656515e411ea80ea000d3a02ed0d,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
0,4cd6656115e411ea80ea000d3a02ed0d,2019-12-03T15:48:09,,2019-12-03T15:48:09,0,0,1899-12-30T00:00:00,0,,,4cd6655c15e411ea80ea000d3a02ed0d,TAMAPPLICATION,4cd6656515e411ea80ea000d3a02ed0d,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
0,4cd6656215e411ea80ea000d3a02ed0d,2019-12-03T15:48:09,,2019-12-03T15:48:09,0,0,1899-12-30T00:00:00,0,,,4cd6655d15e411ea80ea000d3a02ed0d,TAMAPPLICATION,4cd6656515e411ea80ea000d3a02ed0d,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
0,4cd6656315e411ea80ea000d3a02ed0d,2019-12-03T15:48:09,,2019-12-03T15:48:09,0,0,1899-12-30T00:00:00,0,,,4cd6655e15e411ea80ea000d3a02ed0d,TAMAPPLICATION,4cd6656515e411ea80ea000d3a02ed0d,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
0,4cd6656415e411ea80ea000d3a02ed0d,2019-12-03T15:48:09,,2019-12-03T15:48:09,0,0,1899-12-30T00:00:00,0,,,4cd6655f15e411ea80ea000d3a02ed0d,TAMAPPLICATION,4cd6656515e411ea80ea000d3a02ed0d,TAMAPPLICATION,,,,ATALMOR,ATALMOR,ATALMOR
0,4f6e390fb0a911e2a792002590713bc0,2013-04-29T02:46:42,,2013-04-29T02:46:42,0,0,1899-12-30T00:00:00,0,,,ebf98c64693a11e1a5f7002564cb911c,TAMAPPLICATION,1c395440693b11e1a5f7002564cb911c,TAMAPPLICATION,6,6,6,,,
