@TYPE,@WHENCREATED,@TEMPLATE,@ALLOWAUTOMATICDELETION,@VALIDATED,@WHENUPDATED,@DESCRIPTION,@DATEVALIDATED,@EXPORTFLAG,@NAME,@UNIQUEIDENTIFIER,RCABOVEOBJECT@UNIQUEIDENTIFIER,RCABOVEOBJECT@ANYOBJECTDESTINATION,RCBELOWOBJECT@UNIQUEIDENTIFIER,RCBELOWOBJECT@ANYOBJECTDESTINATION,RCWHOCREATEDTOUSER@UNIQUEIDENTIFIER,RCWHOOWNSTOUSER@UNIQUEIDENTIFIER,RCWHOUPDATEDTOUSER@UNIQUEIDENTIFIER
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:09,0,0,0,2012-05-17T12:11:09,,1899-12-30T00:00:00,0,,e3f92ab8a03a11e1ac75002564cb911c,b338a3150edf11dc87b800059a3c7800,TAMAPPLICATION,e9d2fad28f6e11dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:09,0,0,0,2012-05-17T12:11:09,,1899-12-30T00:00:00,0,,e3f92abba03a11e1ac75002564cb911c,b338a3150edf11dc87b800059a3c7800,TAMAPPLICATION,8f0be8faaa9811dd9438001de065480b,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:09,0,0,0,2012-05-17T12:11:09,,1899-12-30T00:00:00,0,,e3f92abda03a11e1ac75002564cb911c,b338a3150edf11dc87b800059a3c7800,TAMAPPLICATION,f0e60d18aa9711dd9438001de065480b,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:09,0,0,0,2012-05-17T12:11:09,,1899-12-30T00:00:00,0,,e3f92abfa03a11e1ac75002564cb911c,b338a3150edf11dc87b800059a3c7800,TAMAPPLICATION,7bf6a4d5cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:09,0,0,0,2012-05-17T12:11:09,,1899-12-30T00:00:00,0,,e3f92ac1a03a11e1ac75002564cb911c,b338a3150edf11dc87b800059a3c7800,TAMAPPLICATION,7bf6a555cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:09,0,0,0,2012-05-17T12:11:09,,1899-12-30T00:00:00,0,,e3f92ac3a03a11e1ac75002564cb911c,b338a3150edf11dc87b800059a3c7800,TAMAPPLICATION,7bf6a559cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:09,0,0,0,2012-05-17T12:11:10,,1899-12-30T00:00:00,0,,e3f92ac5a03a11e1ac75002564cb911c,b338a3150edf11dc87b800059a3c7800,TAMAPPLICATION,e9d2fad68f6e11dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:10,0,0,0,2012-05-17T12:11:10,,1899-12-30T00:00:00,0,,e3f92ac7a03a11e1ac75002564cb911c,b338a3150edf11dc87b800059a3c7800,TAMAPPLICATION,e9d2fadf8f6e11dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:10,0,0,0,2012-05-17T12:11:10,,1899-12-30T00:00:00,0,,e3f92ac9a03a11e1ac75002564cb911c,b338a3150edf11dc87b800059a3c7800,TAMAPPLICATION,e9d2fade8f6e11dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:10,0,0,0,2012-05-17T12:11:10,,1899-12-30T00:00:00,0,,e3f92acba03a11e1ac75002564cb911c,b338a3150edf11dc87b800059a3c7800,TAMAPPLICATION,7001e846cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:10,0,0,0,2012-05-17T12:11:10,,1899-12-30T00:00:00,0,,e3f92acea03a11e1ac75002564cb911c,90c2a15c224c11df9556001de065480b,TAMAPPLICATION,76001887cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:10,0,0,0,2012-05-17T12:11:10,,1899-12-30T00:00:00,0,,e3f92ad0a03a11e1ac75002564cb911c,90c2a15c224c11df9556001de065480b,TAMAPPLICATION,7bf6a561cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:10,0,0,0,2012-05-17T12:11:10,,1899-12-30T00:00:00,0,,e3f92ad4a03a11e1ac75002564cb911c,90c2a15c224c11df9556001de065480b,TAMAPPLICATION,760019f9cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:10,0,0,0,2012-05-17T12:11:10,,1899-12-30T00:00:00,0,,e3f92ad9a03a11e1ac75002564cb911c,4fd45d2a1b3811dc87c600059a3c7800,TAMAPPLICATION,7001e9c5cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:10,0,0,0,2012-05-17T12:11:10,,1899-12-30T00:00:00,0,,e3f92adba03a11e1ac75002564cb911c,4fd45d2a1b3811dc87c600059a3c7800,TAMAPPLICATION,e9d2fadb8f6e11dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:10,0,0,0,2012-05-17T12:11:10,,1899-12-30T00:00:00,0,,e3f92adda03a11e1ac75002564cb911c,4fd45d2a1b3811dc87c600059a3c7800,TAMAPPLICATION,e9d2fad88f6e11dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
,2009-10-19T13:40:38,0,0,0,2009-10-19T13:40:38,,1899-12-30T00:00:00,0,,e495d456bcde11de870d002170a82a63,e1ba9d0f39d811db9075004096a6c0fb,TAMAPPLICATION,7001e954cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:10,0,0,0,2012-05-17T12:11:10,,1899-12-30T00:00:00,0,,e9f36661a03a11e1ac75002564cb911c,4fd45d2a1b3811dc87c600059a3c7800,TAMAPPLICATION,760019edcb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:10,0,0,0,2012-05-17T12:11:10,,1899-12-30T00:00:00,0,,e9f36663a03a11e1ac75002564cb911c,4fd45d2a1b3811dc87c600059a3c7800,TAMAPPLICATION,5d255ec08f7c11dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:10,0,0,0,2012-05-17T12:11:10,,1899-12-30T00:00:00,0,,e9f36665a03a11e1ac75002564cb911c,4fd45d2a1b3811dc87c600059a3c7800,TAMAPPLICATION,e9d2fadc8f6e11dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:10,0,0,0,2012-05-17T12:11:10,,1899-12-30T00:00:00,0,,e9f36667a03a11e1ac75002564cb911c,4fd45d2a1b3811dc87c600059a3c7800,TAMAPPLICATION,e9d2fad78f6e11dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:10,0,0,0,2012-05-17T12:11:10,,1899-12-30T00:00:00,0,,e9f36669a03a11e1ac75002564cb911c,fdc852891b3811dc87c600059a3c7800,TAMAPPLICATION,e9d2fad48f6e11dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:10,0,0,0,2012-05-17T12:11:10,,1899-12-30T00:00:00,0,,e9f3666ca03a11e1ac75002564cb911c,fdc852891b3811dc87c600059a3c7800,TAMAPPLICATION,760019f3cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:10,0,0,0,2012-05-17T12:11:11,,1899-12-30T00:00:00,0,,e9f3666ea03a11e1ac75002564cb911c,fdc852891b3811dc87c600059a3c7800,TAMAPPLICATION,760019f9cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:11,0,0,0,2012-05-17T12:11:11,,1899-12-30T00:00:00,0,,e9f36670a03a11e1ac75002564cb911c,fdc852891b3811dc87c600059a3c7800,TAMAPPLICATION,e9d2fad58f6e11dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:11,0,0,0,2012-05-17T12:11:11,,1899-12-30T00:00:00,0,,e9f36672a03a11e1ac75002564cb911c,2f8a7369827011dc887d00059a3c7800,TAMAPPLICATION,5d255ebb8f7c11dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:11,0,0,0,2012-05-17T12:11:11,,1899-12-30T00:00:00,0,,e9f36674a03a11e1ac75002564cb911c,2f8a7369827011dc887d00059a3c7800,TAMAPPLICATION,e9d2fada8f6e11dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:11,0,0,0,2012-05-17T12:11:11,,1899-12-30T00:00:00,0,,e9f36676a03a11e1ac75002564cb911c,2f8a7369827011dc887d00059a3c7800,TAMAPPLICATION,760018afcb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:11,0,0,0,2012-05-17T12:11:11,,1899-12-30T00:00:00,0,,e9f36678a03a11e1ac75002564cb911c,2f8a7369827011dc887d00059a3c7800,TAMAPPLICATION,e9d2fadc8f6e11dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:11,0,0,0,2012-05-17T12:11:11,,1899-12-30T00:00:00,0,,e9f3667aa03a11e1ac75002564cb911c,06e6574d474211df8c200026b9bf6441,TAMAPPLICATION,7001e896cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:11,0,0,0,2012-05-17T12:11:11,,1899-12-30T00:00:00,0,,e9f3667ca03a11e1ac75002564cb911c,06e6574d474211df8c200026b9bf6441,TAMAPPLICATION,5f2f189b98cf11df8caf0026b9bf6441,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:11,0,0,0,2012-05-17T12:11:11,,1899-12-30T00:00:00,0,,e9f3667ea03a11e1ac75002564cb911c,06e6574d474211df8c200026b9bf6441,TAMAPPLICATION,f3e9adaa98c711df8caf0026b9bf6441,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:11,0,0,0,2012-05-17T12:11:11,,1899-12-30T00:00:00,0,,e9f36680a03a11e1ac75002564cb911c,06e6574d474211df8c200026b9bf6441,TAMAPPLICATION,2140cc1b8f8711dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:11,0,0,0,2012-05-17T12:11:11,,1899-12-30T00:00:00,0,,e9f36682a03a11e1ac75002564cb911c,06e6574d474211df8c200026b9bf6441,TAMAPPLICATION,2140cc218f8711dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:11,0,0,0,2012-05-17T12:11:11,,1899-12-30T00:00:00,0,,e9f36685a03a11e1ac75002564cb911c,36f7259f474111df8c200026b9bf6441,TAMAPPLICATION,2140cc268f8711dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:11,0,0,0,2012-05-17T12:11:11,,1899-12-30T00:00:00,0,,e9f36687a03a11e1ac75002564cb911c,258bca7d474211df8c200026b9bf6441,TAMAPPLICATION,2140cc238f8711dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:11,0,0,0,2012-05-17T12:11:11,,1899-12-30T00:00:00,0,,e9f36689a03a11e1ac75002564cb911c,258bca7d474211df8c200026b9bf6441,TAMAPPLICATION,2140cc258f8711dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f3668ea03a11e1ac75002564cb911c,258bca7d474211df8c200026b9bf6441,TAMAPPLICATION,7001e8b9cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f36690a03a11e1ac75002564cb911c,258bca7d474211df8c200026b9bf6441,TAMAPPLICATION,7600196ecb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f36692a03a11e1ac75002564cb911c,258bca7d474211df8c200026b9bf6441,TAMAPPLICATION,2140cc248f8711dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f36694a03a11e1ac75002564cb911c,258bca7d474211df8c200026b9bf6441,TAMAPPLICATION,2140cc1c8f8711dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f36696a03a11e1ac75002564cb911c,258bca7d474211df8c200026b9bf6441,TAMAPPLICATION,2140cc268f8711dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f36698a03a11e1ac75002564cb911c,258bca7d474211df8c200026b9bf6441,TAMAPPLICATION,2140cc278f8711dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f3669aa03a11e1ac75002564cb911c,1405f1ec472211df8c200026b9bf6441,TAMAPPLICATION,7001e8bbcb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f3669ca03a11e1ac75002564cb911c,1405f1ec472211df8c200026b9bf6441,TAMAPPLICATION,aa932cd8aa9c11dd9438001de065480b,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f3669ea03a11e1ac75002564cb911c,1405f1ec472211df8c200026b9bf6441,TAMAPPLICATION,ec41a06f8f7211dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f366a0a03a11e1ac75002564cb911c,1405f1ec472211df8c200026b9bf6441,TAMAPPLICATION,ec41a0708f7211dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f366a2a03a11e1ac75002564cb911c,1405f1ec472211df8c200026b9bf6441,TAMAPPLICATION,7001e8d5cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f366a4a03a11e1ac75002564cb911c,1405f1ec472211df8c200026b9bf6441,TAMAPPLICATION,7bf6a5becb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f9293aa03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f366a6a03a11e1ac75002564cb911c,1405f1ec472211df8c200026b9bf6441,TAMAPPLICATION,7001e8ddcb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f366a8a03a11e1ac75002564cb911c,4ce445d7472211df8c200026b9bf6441,TAMAPPLICATION,ec41a0768f7211dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f366aaa03a11e1ac75002564cb911c,4ce445d7472211df8c200026b9bf6441,TAMAPPLICATION,ec41a0738f7211dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f366aca03a11e1ac75002564cb911c,4ce445d7472211df8c200026b9bf6441,TAMAPPLICATION,ec41a0758f7211dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f366aea03a11e1ac75002564cb911c,4ce445d7472211df8c200026b9bf6441,TAMAPPLICATION,7001e8dbcb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f366b0a03a11e1ac75002564cb911c,4ce445d7472211df8c200026b9bf6441,TAMAPPLICATION,7bf6a5becb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f366b2a03a11e1ac75002564cb911c,4ce445d7472211df8c200026b9bf6441,TAMAPPLICATION,7001e8e4cb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:12,,1899-12-30T00:00:00,0,,e9f366b5a03a11e1ac75002564cb911c,b8243e92472111df8c200026b9bf6441,TAMAPPLICATION,ec41a07d8f7211dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:12,0,0,0,2012-05-17T12:11:13,,1899-12-30T00:00:00,0,,e9f366b7a03a11e1ac75002564cb911c,b8243e92472111df8c200026b9bf6441,TAMAPPLICATION,ec41a06c8f7211dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:13,0,0,0,2012-05-17T12:11:13,,1899-12-30T00:00:00,0,,e9f366bba03a11e1ac75002564cb911c,6f39199d472111df8c200026b9bf6441,TAMAPPLICATION,7001e8bacb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:13,0,0,0,2012-05-17T12:11:13,,1899-12-30T00:00:00,0,,e9f366bda03a11e1ac75002564cb911c,6f39199d472111df8c200026b9bf6441,TAMAPPLICATION,2140cc1f8f8711dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:13,0,0,0,2012-05-17T12:11:13,,1899-12-30T00:00:00,0,,e9f366bfa03a11e1ac75002564cb911c,6f39199d472111df8c200026b9bf6441,TAMAPPLICATION,7001e8bbcb2b11db9435000e3573f0d3,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:13,0,0,0,2012-05-17T12:11:13,,1899-12-30T00:00:00,0,,e9f366c1a03a11e1ac75002564cb911c,6f39199d472111df8c200026b9bf6441,TAMAPPLICATION,f28962aa98cb11df8caf0026b9bf6441,ETOMPROCESS,ADMIN,ADMIN,ADMIN
e3f92944a03a11e1ac75002564cb911c,2012-05-17T12:11:13,0,0,0,2012-05-17T12:11:13,,1899-12-30T00:00:00,0,,e9f366c3a03a11e1ac75002564cb911c,6f39199d472111df8c200026b9bf6441,TAMAPPLICATION,ec41a06d8f7211dfad4100059a3c7800,ETOMPROCESS,ADMIN,ADMIN,ADMIN
